'goals','hat_y_g','hat_y_xG'
3.0,1.10849,1.2
1.0,1.2845,2.0
1.0,1.4885,1.9
0.0,0.9465,1.5
0.0,1.2315,0.8
0.0,0.5535,0.5
1.0,1.4995,0.9
0.0,1.8615,2.0
2.0,1.267,0.9
1.0,0.877,0.5
0.0,1.2955,1.6
2.0,1.7605,1.8
1.0,1.192,1.6
2.0,1.55300,1.2
0.0,0.87149,0.7
0.0,1.061,1.5
1.0,0.985,1.3
3.0,2.58949,1.9
1.0,2.49897,2.3
1.0,1.19250,1.1
0.0,0.8355,1.1
2.0,0.958,0.8
0.0,0.9195,1.4
0.0,0.90150,0.8
2.0,0.806,0.8
2.0,0.8375,1.2
2.0,1.5625,2.0
2.0,1.0295,1.5
0.0,1.2565,1.6
3.0,2.049,2.0
1.0,1.1295,0.9
5.0,1.36799,1.0
1.0,1.09,1.1
2.0,1.3615,1.3
1.0,0.9445,0.6
0.0,1.0925,1.7
1.0,1.86150,2.4
3.0,1.61550,2.5
1.0,1.119,1.2
2.0,1.278,1.2
0.0,0.834,0.9
1.0,0.84749,1.3
1.0,1.4935,1.3
2.0,1.14750,1.6
0.0,1.116,1.3
1.0,1.1475,0.8
4.0,1.71150,1.9
4.0,1.145,1.2
2.0,1.92249,2.5
2.0,1.3115,2.1
0.0,0.91049,0.8
0.0,0.97349,1.0
2.0,1.3095,1.8
0.0,1.307,0.7
2.0,1.5795,1.4
0.0,1.7985,1.7
0.0,1.13000,1.5
1.0,1.197,1.6
1.0,1.48450,1.7
1.0,1.1185,1.4
0.0,1.03949,1.6
0.0,1.0045,1.7
2.0,1.626,1.5
1.0,1.041,0.8
1.0,1.034,1.0
1.0,1.1375,1.3
0.0,0.97600,1.0
1.0,1.174,1.2
2.0,1.189,0.6
0.0,1.19197,0.9
0.0,1.262,1.7
0.0,1.18898,1.1
4.0,2.537,1.8
1.0,1.17800,1.8
3.0,2.0555,2.1
2.0,1.6715,1.6
2.0,1.32700,1.6
4.0,1.85,1.8
0.0,1.82950,1.9
2.0,1.375,1.3
1.0,1.4625,1.8
1.0,1.279,1.7
0.0,1.0105,0.9
2.0,0.9385,1.5
0.0,1.23299,0.7
2.0,1.6535,2.0
1.0,0.86,1.0
1.0,1.093,1.0
0.0,0.95598,1.5
0.0,0.9855,1.2
1.0,0.97899,1.0
0.0,0.7965,0.8
1.0,1.392,1.8
2.0,1.065,1.5
0.0,1.1835,2.0
1.0,1.12399,1.0
0.0,0.994,1.1
1.0,0.7665,0.8
2.0,1.107,1.8
1.0,1.0495,0.9
2.0,2.0295,2.3
2.0,1.046,0.8
1.0,1.15600,1.1
1.0,1.01500,1.2
2.0,1.22800,1.3
2.0,1.97800,1.5
2.0,1.33850,2.0
4.0,1.545,1.8
2.0,1.4865,1.3
2.0,1.168,1.0
1.0,1.1305,1.1
3.0,1.037,0.4
0.0,1.258,1.1
2.0,1.2435,1.2
1.0,1.72398,2.8
1.0,1.043,0.9
2.0,0.9775,0.7
0.0,0.85400,0.9
0.0,0.98799,0.9
0.0,0.89950,1.3
1.0,1.3215,0.9
0.0,1.10999,1.4
0.0,1.22899,1.1
1.0,1.55297,1.5
0.0,0.86349,1.1
1.0,1.80600,2.0
0.0,1.1195,1.6
3.0,1.427,1.4
1.0,1.209,0.8
0.0,1.33350,1.7
1.0,0.97249,0.5
1.0,1.0935,1.0
1.0,1.5035,0.8
0.0,1.6125,2.2
1.0,1.482,1.6
2.0,0.89950,0.6
0.0,1.3325,2.2
1.0,1.0005,0.9
1.0,1.05398,1.3
1.0,1.89949,1.6
2.0,1.8215,1.9
0.0,1.25,1.4
1.0,0.711,1.0
1.0,0.96300,1.1
0.0,0.67398,0.6
1.0,0.776,1.2
1.0,2.275,2.2
0.0,1.18049,1.6
2.0,1.139,1.1
1.0,1.509,1.4
1.0,1.0475,0.9
0.0,0.94700,1.1
2.0,1.5675,1.7
0.0,1.065,1.1
0.0,0.97450,0.8
0.0,1.0805,1.1
2.0,1.234,1.4
1.0,0.798,0.9
1.0,1.32900,2.0
3.0,1.143,0.9
1.0,1.02,1.4
0.0,0.95850,1.0
0.0,1.027,1.0
0.0,0.98250,1.5
1.0,1.19498,1.2
2.0,1.4285,1.5
1.0,0.87199,0.4
1.0,1.0725,0.7
0.0,1.13300,1.8
1.0,1.1475,0.9
0.0,1.074,0.7
2.0,1.03850,1.2
0.0,0.906,0.7
1.0,0.905,0.7
1.0,1.1,1.8
0.0,1.7075,2.6
1.0,1.52300,2.1
2.0,1.2045,0.8
0.0,1.218,1.1
0.0,2.01497,2.0
0.0,1.0585,0.9
1.0,0.95,0.9
1.0,0.85649,1.2
1.0,0.99,0.7
2.0,0.98100,0.8
0.0,0.96749,0.7
0.0,1.1295,1.0
1.0,0.9715,0.9
1.0,0.633,0.5
0.0,1.21099,1.3
2.0,1.305,1.6
0.0,1.4945,1.7
1.0,1.111,0.8
3.0,1.421,1.5
1.0,1.061,1.6
1.0,1.006,1.6
3.0,0.83000,1.1
0.0,1.101,1.1
2.0,1.1715,0.9
3.0,1.304,2.0
0.0,1.27198,1.1
3.0,1.587,1.8
0.0,0.98100,0.9
0.0,0.485000,0.3
2.0,1.84199,2.3
0.0,0.882,1.2
0.0,0.90250,0.9
2.0,1.35950,1.4
3.0,1.91650,1.7
0.0,1.05500,1.2
3.0,0.93449,0.9
0.0,1.5475,1.7
2.0,1.26549,0.9
1.0,1.9555,1.8
1.0,1.5955,1.6
0.0,1.28100,1.7
2.0,1.1455,1.2
0.0,1.07750,0.9
0.0,1.47749,1.3
1.0,1.531,1.2
0.0,1.75949,2.2
1.0,1.86849,2.3
1.0,1.0505,1.4
1.0,0.99949,0.8
5.0,1.169,1.4
1.0,1.20850,1.4
1.0,0.80999,0.7
2.0,1.6035,2.4
2.0,0.908,1.0
0.0,0.92099,0.9
1.0,1.498,1.4
3.0,0.843,1.3
0.0,1.03149,1.5
3.0,1.059,0.7
2.0,1.71050,1.9
0.0,0.859,0.5
1.0,1.05398,0.8
2.0,1.3675,1.2
3.0,1.528,1.3
1.0,2.0055,2.1
2.0,0.8195,0.8
0.0,0.92650,1.0
0.0,1.5515,1.6
0.0,1.0205,1.1
2.0,1.2715,1.2
1.0,1.1975,0.9
2.0,1.43098,1.5
1.0,1.1665,0.8
0.0,0.734,0.6
0.0,1.15849,1.1
0.0,0.945,1.0
4.0,1.0455,1.8
1.0,0.80949,0.7
1.0,1.115,0.6
1.0,1.00850,0.9
4.0,1.2995,1.3
0.0,1.215,0.7
1.0,0.8195,0.9
1.0,1.26250,1.6
0.0,1.0085,1.4
2.0,0.8835,0.8
2.0,1.0115,1.4
2.0,1.209,0.5
2.0,2.06,1.8
2.0,1.16,1.1
3.0,1.3785,2.2
1.0,1.13249,1.1
4.0,1.14049,1.2
2.0,1.279,1.2
3.0,2.01497,2.1
1.0,1.1185,1.3
0.0,2.0415,2.2
2.0,1.4935,0.9
2.0,0.98000,0.4
2.0,1.427,1.4
1.0,0.882,0.9
0.0,0.85500,0.8
1.0,1.081,1.4
4.0,1.782,1.5
2.0,1.509,1.5
0.0,1.3945,1.7
0.0,1.20298,1.3
0.0,1.5295,1.2
0.0,1.29850,0.9
4.0,1.4645,1.7
1.0,1.275,0.7
0.0,1.3185,1.4
1.0,0.95749,1.4
1.0,1.812,2.1
1.0,1.36550,1.6
5.0,1.68049,1.7
1.0,1.081,0.8
0.0,0.7725,0.6
0.0,1.1225,1.6
2.0,0.942,0.7
1.0,0.983,1.1
0.0,0.843,0.9
1.0,1.4735,1.6
2.0,2.54900,2.1
1.0,1.3565,1.8
1.0,1.15600,0.7
5.0,1.66449,1.7
1.0,1.019,0.9
2.0,1.068,1.2
1.0,1.0375,1.0
1.0,0.9225,1.6
4.0,0.884,0.8
0.0,1.14000,1.1
0.0,1.0005,0.9
0.0,0.90150,0.9
0.0,1.039,1.2
1.0,1.465,1.6
3.0,1.098,1.4
0.0,1.283,0.7
1.0,1.0305,1.6
5.0,1.0525,0.9
0.0,0.96350,1.4
1.0,1.2075,1.5
2.0,1.185,1.7
1.0,1.462,1.4
0.0,1.228,1.1
4.0,1.888,2.3
1.0,0.881,0.9
1.0,2.05050,1.6
0.0,1.02100,0.9
0.0,1.013,1.1
2.0,1.6585,1.8
1.0,1.17950,1.7
0.0,1.18,1.1
1.0,1.211,0.7
1.0,1.08850,1.8
2.0,1.263,0.9
1.0,1.597,2.2
2.0,1.1045,1.0
1.0,0.7255,0.6
0.0,0.97449,1.0
0.0,1.232,0.8
0.0,1.49949,1.9
1.0,1.3805,2.4
1.0,0.84050,1.0
3.0,1.35300,1.1
5.0,2.1765,1.9
2.0,1.363,1.7
0.0,0.905,1.0
1.0,0.74049,0.5
0.0,0.74249,0.8
1.0,1.2615,1.4
0.0,1.212,0.7
3.0,1.33999,1.3
0.0,1.016,1.2
0.0,1.24,0.9
1.0,1.18449,1.8
1.0,1.261,0.9
1.0,1.488,2.0
2.0,0.82450,0.9
2.0,0.91099,0.5
1.0,1.31149,1.8
3.0,1.106,0.7
1.0,1.05,0.8
0.0,0.6235,0.4
2.0,1.4975,1.5
1.0,1.42898,1.6
0.0,0.96500,0.9
2.0,1.043,0.9
1.0,1.107,1.5
4.0,1.484,1.5
1.0,0.98950,0.8
3.0,1.81750,1.9
3.0,1.267,1.6
3.0,0.94849,0.9
0.0,1.16649,1.3
0.0,1.22549,1.0
1.0,1.383,1.2
0.0,1.182,1.0
1.0,0.998,1.3
0.0,1.052,1.1
1.0,1.285,1.2
0.0,1.10999,1.2
1.0,1.472,0.9
2.0,1.10150,1.4
2.0,2.01150,1.9
1.0,0.993,1.3
0.0,1.64549,2.4
0.0,1.33950,1.6
3.0,1.318,1.4
2.0,1.182,1.1
1.0,1.0215,0.8
1.0,1.0325,0.9
3.0,0.931,1.1
2.0,1.314,1.2
2.0,1.0655,1.0
1.0,0.88700,1.0
2.0,0.7955,1.2
1.0,1.605,1.6
1.0,1.70649,1.7
0.0,0.86,0.6
1.0,1.71150,1.7
2.0,1.779,2.3
1.0,1.028,1.3
1.0,1.87049,1.5
2.0,1.185,1.4
1.0,1.0435,1.0
1.0,1.66850,2.1
2.0,1.293,1.1
2.0,0.80300,0.8
0.0,1.268,1.3
1.0,1.4195,1.7
1.0,1.552,0.9
1.0,1.491,1.5
3.0,1.296,1.9
1.0,0.9545,1.0
0.0,0.97050,0.9
1.0,0.92449,0.7
1.0,0.915,1.4
1.0,0.952,1.0
0.0,0.9705,0.9
0.0,0.89399,0.5
0.0,0.96550,1.3
2.0,1.0505,0.8
0.0,1.0175,1.0
2.0,1.0725,0.8
0.0,0.93,1.1
0.0,0.9535,1.5
0.0,1.073,1.4
3.0,1.94050,1.9
0.0,0.84000,1.2
4.0,1.37149,1.5
1.0,1.42249,1.1
0.0,1.01,0.9
1.0,0.917,0.8
1.0,1.39098,2.1
1.0,1.1395,1.2
0.0,0.983,1.1
1.0,1.3315,1.0
2.0,1.56550,1.6
1.0,1.224,1.1
0.0,1.027,0.9
0.0,1.0975,0.8
1.0,1.03149,1.0
0.0,1.30500,2.0
2.0,0.84800,0.8
1.0,1.10150,0.7
0.0,1.06998,0.9
0.0,1.39000,1.3
1.0,1.61750,1.4
0.0,0.984,0.5
1.0,1.10900,0.9
2.0,1.447,1.8
4.0,1.181,1.2
0.0,1.358,1.9
0.0,1.0735,1.1
1.0,0.8605,0.6
1.0,0.868,0.7
2.0,2.098,1.9
4.0,0.967,0.9
3.0,1.421,1.7
3.0,0.91050,0.5
1.0,1.0215,1.7
1.0,1.3615,1.9
3.0,1.536,1.9
1.0,1.7535,2.4
3.0,1.624,1.9
0.0,1.8425,1.9
0.0,1.189,0.8
0.0,1.102,0.8
4.0,1.333,1.9
0.0,0.906,1.2
0.0,0.92649,0.6
0.0,0.51850,0.2
2.0,1.1235,0.9
0.0,0.85600,0.9
1.0,0.81600,0.8
0.0,1.126,1.4
2.0,1.181,1.1
2.0,1.02998,1.4
2.0,0.81500,0.6
0.0,1.294,0.7
0.0,1.066,1.2
1.0,0.6665,1.0
0.0,1.497,1.7
2.0,0.58900,0.4
1.0,1.411,1.4
2.0,1.2465,1.4
2.0,0.84850,0.7
1.0,1.0285,0.9
2.0,0.9875,1.2
0.0,0.793,0.7
3.0,1.47000,1.5
1.0,1.1265,1.3
1.0,1.066,1.2
0.0,1.092,1.0
1.0,1.048,2.1
1.0,0.9125,1.5
0.0,1.377,1.2
1.0,1.62750,2.2
0.0,1.1165,0.8
3.0,0.796,0.7
3.0,1.33150,1.6
0.0,1.003,1.6
2.0,1.983,1.9
2.0,1.42098,2.1
2.0,1.198,1.1
1.0,1.073,0.9
1.0,0.932,1.4
1.0,0.92449,0.8
1.0,1.2355,1.0
2.0,0.8345,1.0
0.0,0.73649,0.6
0.0,1.302,1.9
1.0,0.942,1.0
2.0,0.627,0.5
1.0,1.45850,1.4
0.0,1.5255,2.3
1.0,1.1585,1.2
2.0,1.41149,1.9
2.0,2.0125,2.0
0.0,0.73149,0.9
2.0,0.8885,0.8
1.0,0.99049,1.0
2.0,0.6855,0.7
1.0,0.66299,0.4
2.0,1.1385,1.1
2.0,1.0455,1.7
0.0,1.418,1.5
0.0,0.71400,0.7
1.0,0.81500,0.8
2.0,1.36498,1.7
1.0,1.09799,0.7
3.0,1.38449,1.8
0.0,0.8705,1.5
1.0,2.06650,2.3
0.0,1.5605,1.7
2.0,1.81950,1.9
1.0,0.61749,0.5
2.0,1.13249,0.9
0.0,1.0375,1.4
0.0,1.081,1.8
3.0,0.78599,0.7
1.0,1.475,1.9
2.0,1.018,1.4
2.0,1.02450,1.3
0.0,1.424,1.5
0.0,0.89350,1.2
0.0,0.73149,1.1
1.0,0.8805,0.9
1.0,1.156,0.7
3.0,0.9935,1.1
3.0,1.30749,1.5
0.0,1.5115,1.9
0.0,1.1965,0.8
1.0,1.9665,1.6
0.0,1.3555,1.7
2.0,1.173,1.2
0.0,1.473,1.7
2.0,0.968,0.8
0.0,1.30549,1.6
4.0,1.3895,1.8
1.0,1.87950,2.6
2.0,0.86400,0.8
1.0,0.7755,0.7
1.0,1.28,1.6
2.0,1.205,1.0
2.0,1.0865,0.8
1.0,1.5015,1.1
0.0,1.2785,0.6
0.0,1.27300,1.2
2.0,1.3575,1.8
2.0,1.2855,1.7
2.0,1.078,1.1
2.0,1.57649,1.4
3.0,1.4565,1.4
2.0,0.967,1.6
1.0,1.10950,0.9
1.0,2.10050,1.8
3.0,1.0325,1.5
2.0,0.9525,1.2
2.0,0.9545,0.9
1.0,1.0535,1.0
2.0,1.0215,1.1
1.0,0.94600,0.9
0.0,1.3655,1.4
2.0,1.982,2.2
3.0,1.5215,1.5
2.0,1.28700,1.3
0.0,1.045,1.3
3.0,1.25700,0.7
4.0,1.88149,1.7
1.0,1.041,1.1
2.0,1.36550,1.8
2.0,1.60100,2.2
2.0,1.578,1.2
0.0,1.14800,1.1
1.0,0.909,0.7
2.0,2.23500,2.1
3.0,2.44949,1.8
1.0,1.7645,2.1
1.0,0.9945,1.2
1.0,1.055,1.3
0.0,0.742,0.9
1.0,0.91498,1.2
0.0,1.225,0.9
3.0,1.6995,2.1
0.0,0.97,0.9
1.0,0.76450,0.8
4.0,1.69400,1.7
0.0,0.95249,1.5
0.0,0.994,1.3
0.0,0.97899,1.1
0.0,1.3695,2.0
2.0,0.969,1.0
2.0,1.0885,1.6
5.0,1.2685,0.7
1.0,0.84599,1.4
0.0,1.141,1.0
2.0,1.00700,0.9
0.0,0.9995,1.3
3.0,1.06550,0.9
2.0,0.63599,0.6
1.0,1.15898,1.4
2.0,1.226,1.3
2.0,1.448,1.2
0.0,1.032,0.8
1.0,1.00050,1.1
2.0,1.4835,2.1
0.0,1.1225,1.0
1.0,0.7185,0.6
0.0,0.9555,0.8
1.0,1.20650,1.1
1.0,0.9235,1.0
2.0,1.1915,0.7
3.0,1.3875,0.8
2.0,1.3695,1.2
2.0,1.035,1.1
2.0,0.80099,0.6
1.0,1.265,1.0
0.0,1.434,1.1
3.0,0.808,0.9
1.0,1.0635,2.2
0.0,0.74749,0.6
2.0,0.655,0.3
3.0,1.507,2.0
0.0,1.164,1.1
0.0,1.003,0.8
0.0,1.2225,1.4
0.0,0.5135,0.2
2.0,1.3185,1.5
2.0,0.94100,1.1
1.0,0.94600,1.0
0.0,0.83000,0.4
0.0,1.505,0.9
0.0,1.08350,0.9
0.0,1.468,1.6
1.0,1.29998,1.2
2.0,3.20797,3.5
1.0,0.701,0.9
0.0,1.3535,1.9
0.0,0.84099,0.7
1.0,1.0845,1.2
0.0,0.99949,1.1
0.0,2.012,2.1
1.0,0.93249,0.9
0.0,1.5815,1.0
2.0,1.1355,1.3
1.0,0.889,1.1
2.0,1.0125,1.4
0.0,0.91100,1.1
1.0,1.10199,0.9
2.0,0.82349,1.3
1.0,1.1365,1.0
0.0,0.8045,0.7
0.0,1.48450,1.4
0.0,1.7645,2.1
1.0,1.024,1.3
3.0,0.866,0.6
2.0,0.96400,1.4
0.0,0.861,0.9
2.0,1.752,2.2
1.0,1.5015,1.8
0.0,0.90149,0.8
2.0,1.034,1.4
2.0,1.18,1.2
1.0,1.577,1.5
2.0,1.87649,1.5
2.0,1.41098,1.8
0.0,1.404,1.2
1.0,1.9365,2.0
0.0,1.38150,2.3
3.0,1.41498,1.9
0.0,0.9355,1.1
1.0,1.0355,1.2
0.0,1.176,1.5
2.0,1.0225,0.9
1.0,0.9235,1.4
1.0,0.9935,1.6
0.0,0.99050,1.2
2.0,1.61550,1.4
1.0,0.98699,1.1
3.0,0.86550,0.3
2.0,0.959,0.7
1.0,0.833,0.4
1.0,1.269,1.2
3.0,1.15498,1.0
0.0,1.48499,1.2
0.0,1.7125,2.1
2.0,1.32700,1.6
2.0,1.612,1.9
2.0,1.15,1.9
0.0,1.066,1.1
0.0,1.1,1.1
1.0,0.717,0.7
1.0,1.16200,0.6
0.0,0.98799,1.1
0.0,1.2525,0.6
2.0,1.427,2.0
1.0,1.08550,1.0
0.0,1.094,0.7
1.0,1.69249,1.9
2.0,1.314,1.3
1.0,1.476,1.9
1.0,1.054,0.9
2.0,1.258,1.8
2.0,1.1455,1.0
0.0,0.80050,1.2
1.0,1.2365,1.8
0.0,0.883,0.9
1.0,1.8035,1.7
2.0,1.113,0.9
0.0,0.869,1.1
2.0,1.30650,1.6
2.0,0.94300,0.7
2.0,1.109,1.0
0.0,1.536,1.4
1.0,1.237,1.0
0.0,0.94850,0.9
1.0,1.702,2.1
1.0,1.2805,1.9
3.0,0.98600,1.0
1.0,2.1005,2.2
2.0,1.27549,1.7
2.0,0.88350,0.7
3.0,1.044,0.9
1.0,1.2135,1.0
0.0,0.901,0.9
2.0,1.19050,0.8
4.0,0.90399,0.9
1.0,1.0155,0.9
0.0,1.299,1.0
3.0,0.96549,1.2
0.0,1.08399,1.5
2.0,1.081,0.9
0.0,0.81650,0.8
1.0,0.7825,1.1
0.0,0.836,0.6
2.0,1.0475,1.0
2.0,1.84900,1.9
2.0,1.092,0.8
4.0,2.086,2.2
2.0,1.48549,1.3
1.0,0.9475,0.9
0.0,0.63650,0.6
1.0,0.85399,1.1
1.0,1.3015,0.5
1.0,1.4985,2.1
1.0,1.159,1.0
2.0,1.149,1.2
2.0,1.1555,1.9
0.0,1.041,1.0
0.0,1.097,0.9
2.0,1.45797,1.4
3.0,1.9085,1.8
0.0,0.90949,0.9
0.0,1.1365,1.0
0.0,0.9285,1.1
1.0,1.18150,0.9
1.0,1.37797,1.8
0.0,0.951,0.6
1.0,1.65997,2.2
3.0,1.62049,2.2
0.0,0.944,0.8
0.0,0.84700,0.7
1.0,0.98049,0.8
1.0,1.3455,0.6
0.0,1.56100,2.0
0.0,0.56500,0.7
1.0,1.2185,1.8
1.0,1.134,0.9
3.0,1.401,1.4
0.0,1.071,1.6
0.0,1.30249,0.8
0.0,1.387,1.7
2.0,1.248,1.4
1.0,0.98149,1.0
1.0,1.5095,1.7
2.0,0.9155,1.1
0.0,1.029,1.0
4.0,2.0185,1.9
1.0,0.652,0.5
2.0,1.1685,1.1
0.0,1.19450,1.3
2.0,1.1085,1.3
0.0,0.782,0.9
0.0,1.1465,1.1
2.0,1.66849,1.6
2.0,1.117,1.4
1.0,1.5115,1.0
0.0,0.98000,1.1
2.0,1.0725,1.2
4.0,1.096,0.9
2.0,1.03149,2.1
0.0,1.041,0.7
0.0,0.91850,0.5
1.0,1.80450,1.8
0.0,0.701,0.8
1.0,1.2835,1.0
4.0,1.916,2.4
2.0,1.305,1.7
0.0,0.8615,0.4
1.0,2.075,2.3
1.0,1.1115,1.3
2.0,1.21050,1.1
1.0,1.88449,2.0
0.0,1.1705,1.4
0.0,1.02349,1.2
2.0,1.20850,1.0
2.0,1.44,1.0
3.0,0.917,0.6
2.0,1.0475,0.8
0.0,1.39,1.9
1.0,1.0715,1.7
2.0,1.40800,1.8
1.0,1.1455,0.7
2.0,1.171,0.7
0.0,1.246,1.3
0.0,0.81849,1.0
2.0,1.2365,0.7
1.0,1.484,1.1
1.0,1.422,1.3
1.0,0.87149,0.9
1.0,1.3035,1.2
1.0,0.96449,1.3
1.0,1.1705,1.1
0.0,1.2205,1.2
0.0,1.15,1.0
2.0,0.84749,0.9
1.0,1.249,1.3
2.0,0.8815,0.9
4.0,1.347,1.9
0.0,1.032,1.5
1.0,1.83700,2.0
1.0,1.499,1.6
1.0,0.807,0.7
0.0,0.9365,0.9
2.0,2.064,1.7
0.0,0.7545,0.6
3.0,1.34599,1.0
2.0,0.85600,1.2
0.0,1.3465,0.9
1.0,0.7945,1.1
1.0,1.0015,1.4
0.0,0.852,1.2
0.0,1.71099,1.9
2.0,1.7015,2.0
1.0,1.2885,1.1
1.0,1.261,1.4
0.0,1.493,1.6
1.0,1.3335,1.8
2.0,1.177,1.0
1.0,0.715,0.7
1.0,0.92599,1.1
2.0,1.4645,2.0
2.0,1.097,1.2
1.0,1.2795,1.4
1.0,1.327,1.6
1.0,1.22800,1.4
1.0,1.2645,1.5
2.0,1.38000,1.4
2.0,1.93249,1.9
1.0,1.1785,1.5
1.0,0.8285,1.5
3.0,1.6605,1.6
2.0,1.31350,1.5
1.0,1.01000,1.2
3.0,1.89400,1.7
0.0,1.4375,1.1
2.0,0.93900,1.3
0.0,0.94249,1.4
0.0,0.8295,0.9
0.0,0.9205,1.2
2.0,1.195,1.0
1.0,1.089,1.1
0.0,1.3795,1.8
2.0,1.167,1.0
0.0,0.9235,0.8
1.0,1.056,1.1
1.0,1.226,1.7
2.0,1.61900,2.1
3.0,0.7905,0.7
1.0,1.02,0.9
1.0,0.96650,0.9
0.0,1.09350,1.0
4.0,2.539,4.0
2.0,1.20298,0.9
0.0,0.96449,1.4
3.0,1.41200,1.3
0.0,0.975,0.7
0.0,1.2065,1.0
3.0,1.3115,0.6
0.0,1.21099,1.1
2.0,1.3385,1.3
0.0,0.9995,1.0
0.0,0.592,0.6
0.0,0.478000,0.9
0.0,1.04449,1.0
0.0,1.90649,1.9
1.0,0.7295,0.8
0.0,1.376,1.2
2.0,1.0875,1.4
0.0,0.9525,0.9
0.0,0.611,0.5
1.0,0.84049,1.0
1.0,0.7335,0.6
1.0,1.859,2.0
0.0,1.025,0.9
0.0,0.9935,0.7
2.0,0.93599,0.5
0.0,1.0045,0.8
0.0,0.94100,1.4
1.0,0.845,1.3
0.0,0.84800,1.1
2.0,1.17898,1.4
1.0,1.079,1.3
1.0,1.0275,1.3
1.0,0.91649,1.0
1.0,1.5155,2.2
0.0,1.235,0.8
1.0,1.29,1.0
0.0,1.476,0.9
1.0,1.709,2.1
4.0,2.109,2.0
1.0,1.041,1.3
2.0,1.57250,1.8
0.0,1.4495,1.8
1.0,0.85,0.3
2.0,2.54049,1.8
1.0,1.1965,0.7
1.0,1.16200,1.0
3.0,0.85400,0.9
2.0,0.5665,0.6
1.0,1.3495,1.3
1.0,1.091,1.7
0.0,1.2925,0.9
0.0,1.0725,0.9
0.0,1.6,2.2
2.0,1.20400,2.0
0.0,1.055,1.0
1.0,0.95650,0.9
1.0,2.0545,1.9
1.0,1.1435,1.5
0.0,1.03198,1.2
0.0,0.779,0.8
1.0,1.129,0.8
2.0,0.80300,1.1
2.0,0.9705,1.5
0.0,1.447,1.1
1.0,0.959,0.9
1.0,1.0035,1.0
1.0,1.77097,1.5
0.0,0.98250,1.1
0.0,1.313,0.8
1.0,1.40100,1.4
0.0,0.9765,0.9
2.0,1.30300,2.2
2.0,0.95050,1.4
0.0,0.83349,0.8
1.0,0.858,0.9
0.0,0.87100,1.1
4.0,1.12800,1.0
1.0,0.778,0.7
0.0,1.5975,1.5
0.0,1.00700,0.8
1.0,1.335,1.4
1.0,1.1675,0.8
0.0,0.96450,0.9
0.0,0.914,0.4
1.0,1.0505,1.0
1.0,0.99499,0.7
2.0,1.935,1.5
1.0,1.38800,1.5
0.0,0.8115,1.2
1.0,1.305,1.7
0.0,1.61750,1.8
2.0,1.326,1.9
1.0,0.89300,1.0
1.0,0.78350,1.1
1.0,0.90999,1.4
2.0,1.23499,1.9
1.0,1.69197,2.4
2.0,0.90049,1.1
2.0,1.92049,1.9
0.0,0.767,0.8
1.0,0.496,0.8
0.0,1.26500,1.0
2.0,1.66650,1.9
0.0,0.89450,1.4
2.0,1.16149,1.0
2.0,0.86999,0.9
2.0,1.964,1.9
0.0,0.89250,0.9
2.0,1.3965,1.5
3.0,1.332,1.1
0.0,1.1565,1.0
0.0,0.8675,0.7
1.0,1.598,1.3
0.0,0.889,1.0
2.0,1.077,1.2
1.0,0.69949,1.0
1.0,1.107,1.2
1.0,1.2065,1.0
0.0,0.91399,0.5
2.0,1.1715,1.3
1.0,3.228,3.6
0.0,1.11199,1.6
0.0,1.19498,0.8
0.0,0.93150,0.8
1.0,1.561,1.5
2.0,0.56650,0.1
1.0,0.915,0.7
0.0,0.99799,1.3
0.0,1.362,1.8
0.0,0.79999,0.7
0.0,1.11900,0.9
2.0,0.749,0.8
2.0,1.114,1.5
0.0,1.1545,1.6
1.0,0.84599,0.3
0.0,1.1625,1.0
1.0,1.017,0.9
1.0,1.53798,1.0
1.0,1.016,1.2
1.0,0.82450,1.0
2.0,1.34898,1.2
0.0,1.1145,1.0
2.0,1.26100,1.6
3.0,1.5645,1.8
0.0,1.462,1.0
1.0,0.868,0.7
0.0,1.3085,1.2
0.0,1.16649,0.9
1.0,0.89600,0.9
1.0,0.8305,0.7
1.0,1.13649,1.2
1.0,1.3205,1.4
3.0,0.9605,1.2
2.0,1.25050,1.0
0.0,1.16,1.1
2.0,1.21,1.0
2.0,1.4285,1.6
2.0,1.056,1.6
2.0,0.93649,1.3
0.0,1.0205,1.0
1.0,1.8715,2.2
0.0,1.62049,2.2
0.0,1.50149,1.5
6.0,1.348,0.7
2.0,1.1205,1.2
2.0,0.9525,0.9
1.0,1.03900,0.9
3.0,1.98,1.7
0.0,1.101,1.0
3.0,1.2355,1.0
1.0,1.362,1.6
0.0,1.2585,1.1
1.0,0.9705,0.8
0.0,1.2515,1.2
1.0,1.0615,1.3
3.0,1.26700,1.5
0.0,1.3945,1.9
1.0,0.90599,1.2
2.0,1.97000,1.9
2.0,1.09500,0.8
0.0,0.924,0.6
1.0,1.59950,1.2
1.0,1.263,1.7
1.0,1.1075,0.9
0.0,1.00650,1.3
1.0,1.2025,1.2
1.0,1.2435,1.5
3.0,1.4645,1.8
2.0,1.13800,0.9
1.0,0.7005,0.6
0.0,1.18249,1.2
0.0,1.27149,1.5
1.0,1.3355,1.2
1.0,1.028,0.6
0.0,1.1125,1.6
0.0,0.7495,0.9
1.0,1.1435,1.1
0.0,0.6965,0.7
0.0,1.27,1.4
2.0,1.11,0.7
0.0,1.48998,1.0
1.0,1.06950,1.3
1.0,0.8295,1.1
1.0,1.2005,1.1
